Lieu de surveillance : Entité de classement;Lieu de surveillance : Entité de classement : Identifiant;Lieu de surveillance : Entité de classement : Rang du lieu;Lieu de surveillance : Entité de classement : Libellé;Lieu de surveillance : Mnémonique;Lieu de surveillance : Libellé;Coordonnées passage : Coordonnées minx;Coordonnées passage : Coordonnées maxx;Coordonnées passage : Coordonnées miny;Coordonnées passage : Coordonnées maxy;Coordonnées passage : Coordonnées redéfinies;Passage : Date;Passage : Jour;Passage : Mois;Passage : Année;Echantillon : Identifiant interne;Echantillon : Libellé du taxon support;Résultat : Code paramètre;Résultat : Libellé fraction;Résultat : Libellé méthode;Résultat : Libellé précision;Résultat : Valeur de la mesure;Résultat : Valeur qualitative;Résultat : Symbole unité de mesure associé au quintuplet;Résultat : Libellé unité de mesure associé au quintuplet;Résultat : Commentaires;Résultat : Identifiant
Zones marines;009;79;009 - Pays de Caux Sud;009-S-079;Manche Est Large - Zone 15;0.497785153892579;1.38174411587207;49.8159354254677;50.0666666666667;0;16/12/2020;16;12;2020;60954754;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71795267
Zones marines;009;79;009 - Pays de Caux Sud;009-S-079;Manche Est Large - Zone 15;0.497785153892579;1.38174411587207;49.8159354254677;50.0666666666667;0;28/12/2020;28;12;2020;60954755;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71795452
Zones marines;010;2;010 - Baie de Seine et Orne;010-P-002;Antifer ponton pêche;0.151624;0.151624;49.651367;49.651367;0;04/08/2014;04;08;2014;60533886;Mytilus edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65188788
Zones marines;010;2;010 - Baie de Seine et Orne;010-P-002;Antifer ponton pêche;0.151624;0.151624;49.651367;49.651367;0;12/08/2014;12;08;2014;60534369;Mytilus edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65407201
Zones marines;010;2;010 - Baie de Seine et Orne;010-P-002;Antifer ponton pêche;0.151624;0.151624;49.651367;49.651367;0;08/08/2016;08;08;2016;60645990;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66612478
Zones marines;010;2;010 - Baie de Seine et Orne;010-P-002;Antifer ponton pêche;0.151624;0.151624;49.651367;49.651367;0;14/02/2018;14;02;2018;60732757;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69291879
Zones marines;010;113;010 - Baie de Seine et Orne;010-P-113;Houlgate;-0.0816688112;-0.0816688112;49.3072398473;49.3072398473;0;04/08/2014;04;08;2014;60537680;Cerastoderma edule;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65222905
Zones marines;010;113;010 - Baie de Seine et Orne;010-P-113;Houlgate;-0.0816688112;-0.0816688112;49.3072398473;49.3072398473;0;04/09/2018;04;09;2018;60748623;Cerastoderma edule;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69594695
Zones marines;010;113;010 - Baie de Seine et Orne;010-P-113;Houlgate;-0.0816688112;-0.0816688112;49.3072398473;49.3072398473;0;13/09/2018;13;09;2018;60748664;Cerastoderma edule;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69603112
Zones marines;010;113;010 - Baie de Seine et Orne;010-P-113;Houlgate;-0.0816688112;-0.0816688112;49.3072398473;49.3072398473;0;19/09/2018;19;09;2018;60749672;Cerastoderma edule;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69603114
Zones marines;010;114;010 - Baie de Seine et Orne;010-P-114;Home Varaville;-0.1551698342;-0.1551698342;49.2904052122;49.2904052122;0;08/07/2019;08;07;2019;60889858;Cerastoderma edule;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;70950997
Zones marines;010;117;010 - Baie de Seine et Orne;010-P-117;Franceville Oiseaux;-0.2308379071;-0.2308379071;49.2862375582;49.2862375582;0;24/10/2011;24;10;2011;60272173;Cerastoderma edule;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62667065
Zones marines;010;117;010 - Baie de Seine et Orne;010-P-117;Franceville Oiseaux;-0.2308379071;-0.2308379071;49.2862375582;49.2862375582;0;15/11/2011;15;11;2011;60272096;Cerastoderma edule;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62666748
Zones marines;010;117;010 - Baie de Seine et Orne;010-P-117;Franceville Oiseaux;-0.2308379071;-0.2308379071;49.2862375582;49.2862375582;0;01/12/2011;01;12;2011;60272386;Cerastoderma edule;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62671649
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;06/07/2015;06;07;2015;60577836;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65708001
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;16/07/2015;16;07;2015;60580218;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65708004
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;27/08/2015;27;08;2015;60582696;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65839813
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;10/07/2018;10;07;2018;60743738;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69518303
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;09/09/2018;09;09;2018;60748652;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69594681
Zones marines;010;118;010 - Baie de Seine et Orne;010-P-118;Pointe du Siège 2;-0.2313377007;-0.2313377007;49.2782373378;49.2782373378;0;20/09/2018;20;09;2018;60749959;Mytilus edulis;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69612090
Zones marines;010;185;010 - Baie de Seine et Orne;010-P-185;Hermanville (a);-0.3028397431;-0.3028397431;49.3007371129;49.3007371129;0;16/05/2006;16;05;2006;5330460;Mytilus edulis;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;332.50;;µg.kg-1;Microgramme par kilogramme;;1620234
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;19/12/2005;19;12;2005;5313261;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;332.50;;µg.kg-1;Microgramme par kilogramme;;1567428
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;14/11/2006;14;11;2006;5348651;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;332.50;;µg.kg-1;Microgramme par kilogramme;;1688651
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;18/11/2008;18;11;2008;60006262;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60008408
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;09/07/2009;09;07;2009;60050711;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;60131736
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;26/10/2011;26;10;2011;60271793;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62666831
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;04/11/2011;04;11;2011;60271988;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62665867
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.2500094081;-0.2500094081;49.4499084056;49.4499084056;1;14/11/2011;14;11;2011;60272008;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;62666037
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;24/02/2012;24;02;2012;60356668;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;63920529
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.28333333;-0.28333333;49.48333333;49.48333333;1;21/10/2012;21;10;2012;60361535;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;63922778
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;17/11/2012;17;11;2012;60361988;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;64032039
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;16/12/2012;16;12;2012;60375402;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;64032076
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;25/01/2013;25;01;2013;60385887;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;64060954
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;16/11/2013;16;11;2013;60490229;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;64599828
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;02/12/2013;02;12;2013;60496047;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;< valeur;350;;µg.kg-1;Microgramme par kilogramme;;64614778
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;14/01/2014;14;01;2014;60503950;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65048738
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;04/02/2014;04;02;2014;60514187;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65038944
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;09/11/2014;09;11;2014;60541051;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65455106
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;25/11/2014;25;11;2014;60550682;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65455093
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;08/12/2014;08;12;2014;60551261;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65460822
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;22/12/2014;22;12;2014;60551291;Pecten maximus;TOXPSP;Chair totale égouttée;Test souris PSP / quantification en équ. STX;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;65460858
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;10/11/2015;10;11;2015;60618189;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66137665
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;20/11/2015;20;11;2015;60618993;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66164101
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;03/12/2015;03;12;2015;60620379;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66179938
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;14/12/2015;14;12;2015;60620899;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66243552
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;28/12/2015;28;12;2015;60621425;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66245788
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;13/01/2016;13;01;2016;60622106;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66258485
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;25/01/2016;25;01;2016;60622108;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66262201
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;12/02/2016;12;02;2016;60623249;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66285213
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;08/11/2016;08;11;2016;60657493;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66717697
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;09/01/2017;09;01;2017;60658652;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;66732877
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;18/10/2017;18;10;2017;60720811;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;67767091
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;03/11/2017;03;11;2017;60721597;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;67779495
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;14/11/2017;14;11;2017;60722051;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;67791353
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;28/11/2017;28;11;2017;60723627;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;67805728
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;12/12/2017;12;12;2017;60724619;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;67812232
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;09/01/2018;09;01;2018;60728661;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;68647528
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;08/02/2018;08;02;2018;60728679;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;68647879
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;08/10/2018;08;10;2018;60750843;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69636375
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;22/10/2018;22;10;2018;60752183;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69674386
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;30/10/2018;30;10;2018;60754492;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69674400
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;14/11/2018;14;11;2018;60756730;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69683593
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;28/11/2018;28;11;2018;60759644;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69768282
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;11/12/2018;11;12;2018;60761076;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69794292
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;27/12/2018;27;12;2018;60762633;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69785488
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;14/01/2019;14;01;2019;60764008;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69830285
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;05/02/2019;05;02;2019;60774189;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;69993856
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;25/02/2019;25;02;2019;60777209;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;70047104
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;18/03/2019;18;03;2019;60779532;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;70102877
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;20/10/2019;20;10;2019;60902566;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71074383
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;06/11/2019;06;11;2019;60903562;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71084130
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;21/11/2019;21;11;2019;60922540;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71140014
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;02/12/2019;02;12;2019;60923222;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71148946
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;16/12/2019;16;12;2019;60923860;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71161609
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;29/12/2019;29;12;2019;60924666;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71166703
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;13/01/2020;13;01;2020;60925584;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71178077
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;27/01/2020;27;01;2020;60926428;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71304312
Zones marines;010;210;010 - Baie de Seine et Orne;010-S-210;Baie de Seine - Zone 5;-0.383330315831813;-0.0833303158318301;49.2818135184068;49.5491701870851;0;12/02/2020;12;02;2020;60929017;Pecten maximus;TOXPSP;Chair totale égouttée;ANSES LNRBM-PSP 01;Inf. LD;350;;µg.kg-1;Microgramme par kilogramme;;71341320
